Creep Cluster + Large Antlers + River Betty = DamStamReg (47.56) | FortCarry (79.64) | Slow (73.92) | Value: 201.12
Giant's Toe + Large Antlers + River Betty = DamStamReg (47.56) | FortCarry (79.64) | Slow (73.92) | Value: 201.12
Chaurus Eggs + Garlic + Luna Moth Wing = FortStam (27.06) | Invis (100) | RegHp (67.78) | Value: 194.84
Chaurus Eggs + Garlic + Vampire Dust = FortStam (27.06) | Invis (100) | RegHp (67.78) | Value: 194.84
Creep Cluster + Mora Tapinella + Scaly Pholiota = RestMag (12.27) | FortCarry (79.64) | RegStam (67.78) | FortIllu (34.73) | Value: 194.42
Hawk Feathers + Luna Moth Wing + Vampire Dust = FortLight (21.06) | CureDis (2.93) | RegHp (67.78) | Invis (100) | Value: 191.77
Beehive Husk + Luna Moth Wing + Vampire Dust = FortLight (21.06) | RegHp (67.78) | Invis (100) | Value: 188.84
Honeycomb + Luna Moth Wing + Vampire Dust = FortLight (21.06) | RegHp (67.78) | Invis (100) | Value: 188.84
Luna Moth Wing + Skeever Tail + Vampire Dust = FortLight (21.06) | RegHp (67.78) | Invis (100) | Value: 188.84
Bear Claws + Glow Dust + Glowing Mushroom = DamMagReg (79.08) | FortHp (31.52) | FortDestr (44.63) | ResiShock (32.91) | Value: 188.14
Blue Mountain Flower + Glow Dust + Glowing Mushroom = DamMagReg (79.08) | FortHp (31.52) | FortDestr (44.63) | ResiShock (32.91) | Value: 188.14
Butterfly Wing + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Chaurus Eggs + Luna Moth Wing + Namira's Rot = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Chaurus Eggs + Luna Moth Wing + Nordic Barnacle = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Crimson Nirnroot + Luna Moth Wing + Namira's Rot = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Crimson Nirnroot + Luna Moth Wing + Nordic Barnacle = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Daedra Heart + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Eye of Sabre Cat + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Glow Dust + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Hagraven Feathers + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Hanging Moss + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Human Heart + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Ice Wraith Teeth + Luna Moth Wing + Namira's Rot = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Ice Wraith Teeth + Luna Moth Wing + Nordic Barnacle = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Jarrin Root + Luna Moth Wing + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Luna Moth Wing + Namira's Rot + Nirnroot = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Luna Moth Wing + Namira's Rot + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Luna Moth Wing + Nirnroot + Nordic Barnacle = Invis (100) | DamMag (15.76) | RegHp (67.78) | Value: 183.54
Luna Moth Wing + Nordic Barnacle + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Luna Moth Wing + Spider Egg + Vampire Dust = DamMag (15.76) | RegHp (67.78) | Invis (100) | Value: 183.54
Giant's Toe + Mora Tapinella + Scaly Pholiota = FortCarry (79.64) | RegStam (67.78) | FortIllu (34.73) | Value: 182.15
Hawk Beak + Mora Tapinella + Scaly Pholiota = FortCarry (79.64) | RegStam (67.78) | FortIllu (34.73) | Value: 182.15
Ice Wraith Teeth + Juniper Berries + Luna Moth Wing = WeakFire (14.37) | Invis (100) | RegHp (67.78) | Value: 182.15
Ice Wraith Teeth + Juniper Berries + Vampire Dust = WeakFire (14.37) | Invis (100) | RegHp (67.78) | Value: 182.15
Mora Tapinella + River Betty + Scaly Pholiota = RegStam (67.78) | FortIllu (34.73) | FortCarry (79.64) | Value: 182.15
Mora Tapinella + Scaly Pholiota + Wisp Wrappings = RegStam (67.78) | FortIllu (34.73) | FortCarry (79.64) | Value: 182.15
Dragon's Tongue + Fly Amanita + Mora Tapinella = ResiFire (32.91) | Fort2h (45.19) | FortIllu (34.73) | RegStam (67.78) | Value: 180.61
Dragon's Tongue + Fly Amanita + Scaly Pholiota = ResiFire (32.91) | Fort2h (45.19) | FortIllu (34.73) | RegStam (67.78) | Value: 180.61
Briar Heart + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Creep Cluster + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Dwarven Oil + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Ectoplasm + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Elves Ear + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Fire Salts + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Frost Salts + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Giant Lichen + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Grass Pod + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Human Flesh + Luna Moth Wing + Vampire Dust = RestMag (12.27) | RegHp (67.78) | Invis (100) | Value: 180.05
Luna Moth Wing + Moon Sugar + Vampire Dust = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Luna Moth Wing + Mora Tapinella + Vampire Dust = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Luna Moth Wing + Pearl + Vampire Dust = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Luna Moth Wing + Red Mountain Flower + Vampire Dust = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Luna Moth Wing + Taproot + Vampire Dust = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Luna Moth Wing + Vampire Dust + White Cap = RegHp (67.78) | Invis (100) | RestMag (12.27) | Value: 180.05
Garlic + Nordic Barnacle + Slaughterfish Egg = RegHp (67.78) | ResiPois (35.29) | FortStam (27.06) | FortPick (46.86) | Value: 176.99
Canis Root + Hawk Feathers + Human Flesh = Fort1h (45.19) | Para (85.22) | FortSneak (45.19) | Value: 175.6
Briar Heart + Pearl + Swamp Fungal Pod = RestMag (12.27) | FortBlock (45.19) | Para (85.22) | ResiShock (32.91) | Value: 175.59
Creep Cluster + Hawk Beak + Silverside Perch = FortCarry (79.64) | DamStamReg (47.56) | RestStam (12.27) | ResiFrost (32.91) | Value: 172.38
Giant's Toe + Hawk Beak + Silverside Perch = FortCarry (79.64) | DamStamReg (47.56) | RestStam (12.27) | ResiFrost (32.91) | Value: 172.38
Glow Dust + Glowing Mushroom + Human Heart = FortDestr (44.63) | ResiShock (32.91) | DamMag (15.76) | DamMagReg (79.08) | Value: 172.38
Glow Dust + Glowing Mushroom + Jarrin Root = FortDestr (44.63) | ResiShock (32.91) | DamMag (15.76) | DamMagReg (79.08) | Value: 172.38
Bear Claws + Glow Dust + Hanging Moss = DamMagReg (79.08) | FortHp (31.52) | Fort1h (45.19) | DamMag (15.76) | Value: 171.55
Bear Claws + Hanging Moss + Human Heart = FortHp (31.52) | Fort1h (45.19) | DamMagReg (79.08) | DamMag (15.76) | Value: 171.55
Bear Claws + Hanging Moss + Jarrin Root = FortHp (31.52) | Fort1h (45.19) | DamMagReg (79.08) | DamMag (15.76) | Value: 171.55
Charred Skeever Hide + Luna Moth Wing + Vampire Dust = CureDis (2.93) | RegHp (67.78) | Invis (100) | Value: 170.71
Luna Moth Wing + Mudcrab Chitin + Vampire Dust = RegHp (67.78) | Invis (100) | CureDis (2.93) | Value: 170.71
Briar Heart + Human Flesh + Tundra Cotton = RestMag (12.27) | Para (85.22) | FortBlock (45.19) | FortMag (27.06) | Value: 169.74
Bear Claws + Canis Root + Spriggan Sap = Fort1h (45.19) | DamMagReg (79.08) | FortMarks (45.19) | Value: 169.46
Glow Dust + Hawk Beak + Wisp Wrappings = ResiShock (32.91) | FortDestr (44.63) | RestStam (12.27) | FortCarry (79.64) | Value: 169.45
Glowing Mushroom + Hawk Beak + Wisp Wrappings = ResiShock (32.91) | FortDestr (44.63) | RestStam (12.27) | FortCarry (79.64) | Value: 169.45
Creep Cluster + River Betty + Salt Pile = FortCarry (79.64) | WeakMagic (15.34) | Slow (73.92) | Value: 168.9
Garlic + Large Antlers + Salt Pile = FortStam (27.06) | RegMag (67.78) | Slow (73.92) | Value: 168.76
Bear Claws + Blue Mountain Flower + Small Pearl = FortHp (31.52) | DamMagReg (79.08) | RestStam (12.27) | Fort1h (45.19) | Value: 168.06
Abecean Longfin + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Bear Claws + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Bee + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Berit's Ashes + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Bleeding Crown + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Blisterwort + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Blue Butterfly Wing + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Blue Dartwing + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Blue Mountain Flower + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Bone Meal + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Canis Root + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Chaurus Eggs + Juniper Berries + Luna Moth Wing = Invis (100) | RegHp (67.78) | Value: 167.78
Chaurus Eggs + Juniper Berries + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Chaurus Eggs + Luna Moth Wing + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Chaurus Eggs + Namira's Rot + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Chaurus Eggs + Nordic Barnacle + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Chicken's Egg + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Crimson Nirnroot + Garlic + Luna Moth Wing = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Garlic + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Juniper Berries + Luna Moth Wing = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Juniper Berries + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Luna Moth Wing + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Namira's Rot + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Crimson Nirnroot + Nordic Barnacle + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Cyrodilic Spadetail + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Deathbell + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Dragon's Tongue + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Falmer Ear + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Fly Amanita + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Frost Mirriam + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Garlic + Ice Wraith Teeth + Luna Moth Wing = RegHp (67.78) | Invis (100) | Value: 167.78
Garlic + Ice Wraith Teeth + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Garlic + Luna Moth Wing + Nirnroot = RegHp (67.78) | Invis (100) | Value: 167.78
Garlic + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Garlic + Nirnroot + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Giant's Toe + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Glowing Mushroom + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Hagraven Claw + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Hawk Beak + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Histcarp + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Ice Wraith Teeth + Luna Moth Wing + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Ice Wraith Teeth + Namira's Rot + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Ice Wraith Teeth + Nordic Barnacle + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Imp Stool + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Jazbay Grapes + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Juniper Berries + Luna Moth Wing + Nirnroot = RegHp (67.78) | Invis (100) | Value: 167.78
Juniper Berries + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Juniper Berries + Nirnroot + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Large Antlers + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Lavender + Luna Moth Wing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Nightshade + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Nirnroot + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Luna Moth Wing + Orange Dartwing + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Pine Thrush Egg + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Powdered Mammoth Tusk + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Purple Mountain Flower + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + River Betty + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Rock Warbler Egg + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Sabre Cat Tooth + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Salt Pile + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Scaly Pholiota + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Silverside Perch + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Slaughterfish Egg + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Slaughterfish Scales + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Small Antlers + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Small Pearl + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Snowberries + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Spriggan Sap + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Swamp Fungal Pod + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Thistle Branch + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Torchbug Thorax + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Troll Fat + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Tundra Cotton + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Vampire Dust + Void Salts = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Vampire Dust + Wheat = RegHp (67.78) | Invis (100) | Value: 167.78
Luna Moth Wing + Vampire Dust + Wisp Wrappings = RegHp (67.78) | Invis (100) | Value: 167.78
Namira's Rot + Nirnroot + Vampire Dust = RegHp (67.78) | Invis (100) | Value: 167.78
Nirnroot + Nordic Barnacle + Vampire Dust = Invis (100) | RegHp (67.78) | Value: 167.78
Daedra Heart + Juniper Berries + Namira's Rot = DamStamReg (47.56) | DamMag (15.76) | Fear (35.84) | RegHp (67.78) | Value: 166.94
Blue Dartwing + Namira's Rot + Nordic Barnacle = Fear (35.84) | FortPick (46.86) | DamMag (15.76) | RegHp (67.78) | Value: 166.24
Bear Claws + Blue Mountain Flower + Rock Warbler Egg = FortHp (31.52) | DamMagReg (79.08) | Fort1h (45.19) | RestHp (10.32) | Value: 166.11
Hawk Beak + Large Antlers + River Betty = RestStam (12.27) | FortCarry (79.64) | Slow (73.92) | Value: 165.83
Large Antlers + River Betty + Wisp Wrappings = Slow (73.92) | RestStam (12.27) | FortCarry (79.64) | Value: 165.83
Jarrin Root + Spider Egg + Spriggan Sap = DamMag (15.76) | DamStam (12.83) | DamMagReg (79.08) | FortLock (9.76) | FortMarks (45.19) | Value: 162.62
Creep Cluster + Frost Mirriam + Hawk Beak = DamStamReg (47.56) | FortCarry (79.64) | ResiFrost (32.91) | Value: 160.11
Frost Mirriam + Giant's Toe + Hawk Beak = DamStamReg (47.56) | ResiFrost (32.91) | FortCarry (79.64) | Value: 160.11
Bee + Hawk Beak + Scaly Pholiota = RestStam (12.27) | RegStam (67.78) | FortCarry (79.64) | Value: 159.69
Bee + Scaly Pholiota + Wisp Wrappings = RegStam (67.78) | RestStam (12.27) | FortCarry (79.64) | Value: 159.69
Bear Claws + Creep Cluster + Giant's Toe = FortHp (31.52) | DamStamReg (47.56) | FortCarry (79.64) | Value: 158.72
Blue Mountain Flower + Creep Cluster + Giant's Toe = FortHp (31.52) | DamStamReg (47.56) | FortCarry (79.64) | Value: 158.72
